Confirmation,OrbitalPeriod,PlanetRadius,InsolationFlux,EquilibriumTemp,StellarEffectiveTemp,StellarRadius,RA,Dec
PC,12.0031646,10.9265063,234.5768031,998.1389779,6362.0,1.40388,349.685957,63.250498
PC,3.8426038,12.7873,453.87,1285.0,7032.0,1.66,319.7272,65.329264
CP,5.9739124,2.3917735,488.0089226,1198.7446729,6308.31,1.2845,42.984978,-30.814061
CP,3.58529,1.77141,646.628,1404.0,6308.31,1.28,42.984978,-30.814061
CP,11.2304605,2.0754665,210.3340005,971.2859803,6308.31,1.2845,42.984978,-30.814061
PC,3.2399875,13.613,380.139,1230.0,5521.0,0.97,238.857937,67.042986
PC,3.5434689,,1741.2443185,1647.535107,5354.0,,355.744456,62.290124
PC,3.3501179,17.5987,279.334,1138.0,6238.0,2.57,355.081093,62.136748
PC,6.2329571,14.2956,1245.8,1655.0,6016.0,1.55,354.138342,60.526208
FA,1.8011961,9.1446,8355.02,2663.0,7588.0,1.99,351.796938,60.231831
PC,4.7253516,17.6483,2045.04,1873.0,7220.0,2.15,349.095834,64.72187
APC,3.9967263,11.278,265.248,1124.0,5313.6,1.0,225.380859,38.533274
PC,4.6709424,21.2461,2.26831,341.0,7211.0,1.79,301.673149,61.169351
APC,2.2171904,,180.255,1020.0,4656.0,,354.146668,58.133654
PC,3.8522402,,577.199,1365.0,5371.2,,353.643525,54.541652
FP,1.5464949,3.7295,438.793,1275.0,5973.5,1.14,76.833621,-48.115889
PC,10.6001229,10.601,240.751,1097.0,5647.0,1.51,296.066251,77.23545
PC,3.2292942,,,,,,307.0945,61.93367
PC,10.511362,11.935,61.3806,779.0,5908.0,0.92,9.305074,61.205097
PC,2.0615575,,723.916,1445.0,6213.0,,229.67991,44.456204
PC,1.7922888,12.6983,318.713,1177.0,5095.7,0.89,236.236361,45.627745
FP,9.4258906,9.65497,76.541,824.0,4507.0,0.67,227.305873,44.700876
CP,6.6080989,12.1125,298.497,1157.0,5993.0,1.5,224.356008,44.274322
PC,23.2547644,10.7553,172.212,1009.0,5627.0,0.88,231.126555,46.694516
PC,3.5472157,16.293,992.177,1563.0,5548.0,2.02,11.370172,78.447722
FP,2.041659,8.90978,5195.14,2365.0,6806.0,1.56,14.558693,61.099519
KP,1.3600283,13.0911813,1343.1568273,1544.0146992,5500.0,0.933975,37.155522,-7.060667
PC,3.6089193,17.0677,1247.0,1655.0,5854.0,1.63,12.841937,59.575861
FP,2.2437501,10.0826,5651.55,2415.0,7209.0,1.96,12.855316,59.409908
PC,5.3438948,16.9428,1248.08,1655.0,7469.0,2.3,352.556471,53.156351
FA,3.8961515,8.40446,152.54,979.0,5477.2,0.87,228.83295,40.266956
CP,4.3533211,7.17236,14.9972,548.0,3422.0,0.46,226.337147,36.786975
FP,3.2358535,,656.917,1410.0,5095.6,,8.762537,58.13642
FP,1.6212474,10.3122,1846.95,1826.0,4949.0,3.11,1.129367,66.403045
FA,3.2358247,,,,,,8.762379,58.136446
PC,2.8744227,13.3953,2213.89,1910.0,6334.0,2.17,8.508428,58.844293
FP,4.0104917,,5306.6,2377.0,12373.0,,6.386516,63.040637
FP,1.5716819,4.5091786,715.6772333,1319.1647872,4752.8,0.982066,77.047577,-50.858906
FP,5.8423636,18.7395,716.73,1441.0,8648.0,3.85,5.117344,63.031396
PC,2.2774846,17.7506,1146.77,1621.0,4827.0,4.7,0.202398,62.803046
PC,6.397886,,229.482,1084.0,5324.0,,5.625421,57.873275
PC,2.2237067,16.2026957,1748.4439071,1649.2355042,6424.0,1.4399,5.438019,59.105755
FP,3.8974136,6.8757,504.623,1320.0,6827.0,1.51,6.140224,62.235631
APC,6.4219775,,803.471,1483.0,6197.0,,1.595472,56.192444
FP,17.2045725,21.5086,434.974,1272.0,6278.0,1.77,1.186715,54.196681
PC,3.4600026,17.6761,744.569,1455.0,5997.0,1.37,3.392818,59.896534
PC,1.81451,13.3431,609.008,1383.0,5696.0,1.17,7.636991,56.331467
FP,4.112385,9.65749,570.966,1361.0,5659.0,2.14,9.945507,62.393358
KP,3.6344447,14.25,1133.73,1616.0,6272.0,1.42,41.63916,-0.464125
PC,3.7027104,21.058,1803.49,1815.0,7493.0,1.9,0.974631,64.77632
PC,4.8982659,4.84123,293.004,1152.0,5696.0,1.09,2.528952,64.572568
FP,3.3378852,19.0038,1878.15,1834.0,6274.0,2.15,2.335558,60.159078
PC,3.9606593,10.7218,970.247,1554.0,6647.0,1.4,26.462243,63.924718
PC,5.3798996,7.09264,104.667,891.0,4930.3,0.76,22.973494,66.819333
FP,3.8471662,7.48475,173.747,1011.0,5115.0,1.69,34.119911,76.253181
FA,3.0491667,,589.9037165,1256.9414051,4579.5,,23.9436,65.638786
PC,4.5432349,12.5868,1563.16,1751.0,7998.0,1.16,23.655685,62.325517
FP,2.8278059,4.22619,885.332,1519.0,6603.0,1.62,34.293884,70.39598
PC,4.3271416,14.5369,400.919,1246.0,5994.0,1.91,12.779931,70.94581
FP,2.48548,1.28248,1105.11,1606.0,5928.0,0.96,74.466453,-53.817948
CP,5.4146235,6.6139476,126.2342489,872.0,4888.0,0.880213,20.21482,66.072201
CP,14.7091662,6.5471787,33.3030602,612.6899904,4888.0,0.880213,20.21482,66.072201
CP,1.3483075,3.1949876,805.779628,1358.8572016,4888.0,0.880213,20.21482,66.072201
PC,4.3359117,13.9797,485.004,1307.0,5815.0,1.51,24.601013,72.993169
PC,1.82544,11.7503,181.783,1022.0,4324.0,0.77,41.39883,66.359231
PC,2.6325313,15.2766,1493.24,1731.0,5407.0,2.42,25.79114,70.914425
PC,2.8067423,13.4381,361.087,1214.0,5863.0,0.98,58.204664,68.777467
PC,4.7427131,17.876,320.783,1179.0,5947.0,1.51,53.419992,68.612667
PC,1.8137851,,95.2905,870.0,4032.5,,5.277959,66.832344
PC,4.3962009,,362.1757107,1112.6269619,4032.5,,5.277959,66.832344
PC,7.0423707,14.7821,56.09,762.0,4892.0,1.88,7.739571,68.455108
PC,3.0755983,,242.553,1099.0,4355.4,,7.213948,66.468189
FP,2.2963814,20.9239,5163.1,2361.0,6620.0,1.87,9.170845,65.937486
CP,4.7559737,1.725417,161.7314334,909.5327855,5175.2,0.841842,36.867885,-27.636117
CP,17.1807214,2.1954034,29.1782002,592.7674866,5175.2,0.841842,36.867885,-27.636117
FA,3.2174446,,1947.5744337,1694.311528,,,29.423058,63.904389
PC,5.1175439,12.6029,131.814,943.0,6429.0,2.07,28.657722,64.569849
PC,7.2089041,,,,,,255.128886,59.62566
PC,2.7991658,,201.078,1049.0,4841.6,,297.032884,85.076052
PC,6.3262148,12.5231,558.3,1354.0,5842.0,1.9,335.627605,78.262333
PC,16.2840915,7.99273,121.312,924.0,5770.0,1.2,257.448863,77.485328
PC,3.1239771,,571.143943,1246.8268423,4861.0,,345.405443,73.609894
PC,3.6074546,2.69934,297.468,1156.0,5593.0,0.91,353.15863,69.422141
PC,3.9589142,15.2242,301.848,1161.0,5963.0,1.22,355.230606,69.974452
PC,5.8850401,6.61503,282.509,1142.0,5712.4,1.18,239.233719,16.980285
KP,3.532822,13.474905,837.7033716,1372.1206975,6153.0,1.25,52.818037,-23.819792
PC,2.5089892,5.46523,609.961,1384.0,5574.0,0.99,277.622837,56.770452
PC,10.0462596,16.4472821,97.290087,801.0080118,5637.9,0.945159,277.325439,55.320525
FP,2.4567112,3.05136,614.383,1387.0,6223.0,1.16,313.098531,66.599315
PC,3.6142971,,,,,,310.100457,67.533801
PC,1.8020923,17.3634,1870.78,1832.0,5760.0,1.85,335.146984,71.767346
PC,3.0295916,,267.84,1127.0,5081.3,,332.124123,68.904553
FP,2.7761628,6.58454,538.633,1342.0,5778.0,1.84,355.51293,76.918784
FP,4.7257129,10.5468,350.147,1205.0,6139.0,2.48,342.552349,75.860399
PC,4.2989288,9.94472,371.547,1223.0,5671.0,1.45,305.02027,73.277764
PC,4.7308142,9.85689,295.429,1154.0,5777.0,1.05,273.734478,49.761588
KP,2.9626402,12.65489,269.8828476,1033.7453536,5473.0,0.718635,58.429011,-34.328272
PC,7.1357259,2.7853042,108.1100329,822.4059608,5446.0,0.835627,268.614463,77.48831
PC,7.8808589,10.2354,289.546,1149.0,5914.8,1.41,246.855462,21.616792
PC,2.3238426,13.8867,870.497,1513.0,5983.9,1.38,255.364082,28.988524
PC,5.1191172,13.0806,939.766,1542.0,5926.0,1.7,325.554628,69.504808
FP,4.1508803,8.31799,70.6022,807.0,4460.0,0.73,256.664332,63.778535
PC,7.9927894,,147.635,971.0,5530.9,,241.364506,55.186006
PC,0.7583741,5.4111,1262.0,1660.0,6209.0,1.56,238.686827,25.01394
PC,4.5029619,9.44788,2710.22,2010.0,8103.0,1.77,351.605114,68.03607
FP,1.972401,14.7348,2239.66,1916.0,6184.0,1.6,346.577907,71.21333
PC,31.4001189,10.2456091,10.156754,455.3113573,4953.0,0.791713,293.764805,66.25505
FP,1.7560902,7.52118,1923.34,,6249.0,1.29,101.909492,-66.328317
PC,4.6546139,12.7473,91.4646,861.0,5966.0,1.58,306.85268,68.231866
PC,1.5373948,5.76435,621.715,1391.0,5091.0,1.0,240.691824,71.224288
FP,0.7409429,4.58442,1523.27,1740.0,5406.0,0.87,282.663177,55.801405
FP,21.7894491,,42.8575849,652.5693517,6118.5,,288.092884,77.922621
PC,17.356719,9.705386,17.7377655,523.4129662,4697.0,0.760629,276.291469,60.773296
PC,4.567925,14.2306,266.468,1125.0,5675.0,1.04,269.179221,64.766624
PC,5.0518907,9.11036,588.998,1372.0,6328.9,1.55,247.549643,49.895791
PC,2.4076941,7.15781,255.63,1113.0,5702.0,0.98,286.186545,64.153145
PC,2.8668029,,155.045,983.0,4871.9,,278.804934,73.599493
PC,2.0381761,13.0071,310.835,1169.0,4928.0,0.82,274.182772,76.890911
CP,13.1757294,1.9602373,2.6453174,325.2663942,3349.0,0.388609,49.262643,-42.244149
CP,6.614911,1.2731554,6.6294678,409.2506857,3349.0,0.388609,49.262643,-42.244149
PC,23.1315739,,5.53336,427.0,4952.3,,297.06168,64.426043
FA,7.2087245,,110.913,904.0,5144.9,,255.12889,59.625658
PC,6.7473822,13.1026,47.3055,730.0,5332.0,1.06,259.098604,67.566607
APC,1.6323062,15.8543427,757.4076888,1337.9878723,5099.9,0.912575,244.369594,46.648021
PC,3.8823511,9.5364228,1088.6638396,1465.018804,5622.4,1.68668,243.370371,42.885503
PC,3.5908038,9.85407,462.467,1291.0,5657.0,1.18,242.83196,47.712652
PC,6.7201811,11.5271,76.4183,823.0,4914.0,0.85,245.992526,45.261098
FP,3.6772391,13.2496189,567.6066573,1244.8918384,5801.0,1.11792,243.935867,48.325503
FP,1.1578392,11.2362,2519.45,1973.0,6409.0,1.18,233.694873,79.449837
PC,2.7240303,10.9383,193.03,1038.0,5366.0,0.93,252.593952,16.982718
APC,2.1654694,13.5615,2503.96,1970.0,5830.0,1.86,111.211721,-62.092431
PC,3.1504798,10.0008,98.0783,876.0,5229.0,0.89,250.276118,42.436314
PC,6.5169955,2.26174,62.6073,783.0,4937.5,0.71,249.291448,43.344761
PC,2.1390271,,2105.59,1887.0,5869.6,,257.735006,36.452877
PC,2.3079651,,,,,,46.566185,70.214692
PC,3.2175013,16.011,1034.94,1580.0,7932.0,1.56,29.423373,63.90459
PC,3.0492435,,,,,,23.9436,65.638786
PC,4.3965758,9.71601,350.289,1205.0,5957.0,1.23,250.907053,36.141365
PC,5.5679111,9.5108395,100.8499947,808.2369842,4887.0,0.801525,250.298493,38.961556
PC,3.1639309,,1083.96,1598.0,6323.0,,25.092991,65.203879
PC,1.9872259,15.6112,1292.25,1670.0,6178.0,1.08,19.980843,64.538054
FP,1.33679,2.70732,1038.31,1581.0,5600.0,0.98,47.82774,-35.628068
PC,3.7519831,12.9516,297.501,1157.0,5389.0,0.97,84.865203,81.54345
PC,9.2584055,11.7073433,811.0432719,1361.0709228,5707.0,2.53632,21.572736,64.840007
PC,4.625568,13.2242,493.442,1313.0,5972.0,1.34,17.399896,69.732043
FP,2.0714803,9.7546,4440.11,2274.0,7047.0,2.46,26.687843,63.612237
PC,15.634183,11.238,23.2536,611.0,5725.0,0.96,280.779456,20.21884
PC,2.8285323,10.3779772,504.0504139,1208.4765945,5257.0,1.02586,281.83562,26.417834
PC,5.6917579,12.6894204,694.6315867,1309.3579262,5783.0,1.66513,138.280617,85.271029
CP,3.1774814,13.9016,625.157,1393.0,6071.0,1.12,217.925779,83.372706
PC,2.7284428,12.71,427.584,1266.0,5686.0,1.21,100.081046,76.553069
PC,3.2462849,18.4686,610.063,,5895.5,1.06,267.851204,22.661333
FP,6.7992776,1.09621,30.7937,656.0,4913.8,0.73,104.181674,-60.687954
PC,3.177514,5.10272,150.032,975.0,4740.0,0.82,278.232233,39.637997
FP,3.0038696,3.44576,1394.39,1702.0,6171.0,1.2,277.979234,39.669309
PC,7.495973,12.6471,328.532,1186.0,5667.0,1.41,258.431157,81.004051
PC,10.4722034,3.13882,59.5148,773.0,5388.0,0.79,290.738474,59.431202
PC,17.7046155,2.8587599,27.963637,586.5001986,5388.0,0.791536,290.738474,59.431202
PC,4.9111786,3.4399601,561.8717441,1241.735358,6186.0,1.2372299,297.678176,68.167662
PC,4.1539244,9.73932,86.6756,850.0,5737.0,1.09,257.899648,47.257065
PC,10.1045108,3.3818,47.9649,733.0,5053.0,0.9,237.986823,67.039685
PC,2.7741864,3.6487,393.387,1240.0,5636.0,0.82,320.233103,83.022778
PC,1.1789842,5.02454,403.61,1248.0,5650.0,1.37,319.351026,79.6107
PC,4.3954123,2.02986,119.282,920.0,4836.0,0.73,294.561939,71.574534
FP,1.42744,7.86301,28512.6,3620.0,6000.2,1.33,56.815012,-52.985207
PC,3.585982,,442.89,1278.0,6195.0,,288.578982,59.895802
PC,4.3202706,,88.2086,853.0,6287.0,,288.518301,56.626003
FP,2.6834113,2.33576,168.322,1003.0,5221.0,0.76,297.484569,73.086464
PC,12.2740928,12.7514,50.0141,740.0,5674.0,1.05,289.751203,82.875584
PC,2.3757662,19.1019,2544.85,1978.0,6676.0,2.2,277.717657,19.796009
PC,5.7152049,10.4523,213.024,1064.0,5845.0,2.25,282.204034,65.941643
APC,16.3558787,3.48406,68.1566,800.0,5740.0,1.0,280.745794,62.818388
PC,3.5322939,3.40196,64.0026,787.0,4003.0,0.66,269.240718,58.882622
PC,14.4348737,8.117,220.777,1073.0,5834.0,1.93,257.667388,60.028468
PC,12.320331,5.10721,7.71974,464.0,4103.0,0.65,246.36791,66.351585
CP,9.5730706,2.3053058,186.024825,941.9166541,6101.0,1.11672,54.819538,-42.763028
CP,4.040413,1.5473747,587.586178,1255.7050544,6101.0,1.11672,54.819538,-42.763028
FP,0.7676706,2.98877,2825.39,2031.0,6377.0,1.53,244.441282,69.447713
PC,12.2788421,9.64521,84.8171,845.0,5596.0,1.39,290.980736,63.557271
FA,10.7166249,2.16171,27.0606425,581.7069809,4235.5,0.65,290.108847,61.085434
PC,22.1575175,2.17495,12.4497,523.0,5174.0,0.79,283.889684,71.400671
PC,4.8038539,4.0981388,51.6275524,683.6599416,4080.0,0.692076,292.965281,61.882054
PC,2.9855843,10.0005,100.984,883.0,4602.0,0.82,249.121348,57.150009
FP,3.6311186,15.6552,1145.48,,5979.9,1.63,271.403617,47.550327
PC,25.0930011,10.3058363,62.0331918,715.7737734,5775.0,1.33728,246.202805,60.965502
PC,2.5551882,13.5962,595.9,1376.0,5855.0,1.21,268.37328,46.34641
PC,5.201975,9.15316,30.1871,653.0,4950.0,1.18,246.270436,73.283495
FP,1.1096992,9.33715,122457.0,5211.0,8666.0,3.13,64.311488,-38.844171
PC,4.8952783,14.0672,883.882,1519.0,5828.0,1.77,241.928706,82.072535
PC,2.8622679,18.4047,1757.24,1803.0,7167.0,1.49,267.707093,16.774858
APC,2.4307782,12.4035,506.486,1321.0,6015.0,3.3,184.968065,83.235697
PC,2.787945,7.5851475,374.4763489,1121.9560583,5375.0,0.847241,131.233555,75.105679
PC,3.4138019,22.5559,309.683,1168.0,5150.0,2.24,279.258065,14.206599
PC,4.7155974,18.3601489,821.3764221,1365.3855665,5873.0,1.5585099,109.305384,70.780189
FP,3.2428744,2.3171,113.659,909.0,4016.0,0.58,108.818021,81.220983
CP,56.4043748,12.5447,0.909373,272.0,6433.0,1.25,105.404552,72.41493
PC,1.9795413,4.77367,604.981,1381.0,5275.0,0.92,128.261476,82.024762
PC,3.2724973,5.6778,44.1281,718.0,4279.0,0.75,281.527275,46.248566
KP,3.6623918,17.2805567,1645.9886958,1624.5252338,6600.0,1.48532,66.370902,-30.600436
FP,6.269716,3.86288,154.408,982.0,4812.0,1.08,116.069722,68.826258
PC,2.3382502,11.123,438.011,1274.0,5263.0,0.94,280.9612,48.134073
PC,11.7647926,11.5240963,287.7082031,1050.4074921,5801.0,1.69397,216.765629,78.762732
PC,4.1571604,,773.464,1469.0,5766.9,,75.104595,69.82074
FP,0.9135968,2.17077,2079.14,1881.0,5987.0,0.89,70.506153,79.987529
FP,2.5139764,4.90303,1043.42,1583.0,6150.0,2.05,271.493129,78.049292
PC,3.7630305,5.96705,1050.55,1586.0,6357.0,1.5,20.407409,82.168783
CP,3.8016217,13.6371,672.585,1418.0,6244.0,1.47,77.612879,70.391079
CP,3.660032,17.5565568,1804.5548719,1662.3109767,5988.0,1.88626,227.532153,72.710313
FP,4.6200781,7.04607,216.021,1068.0,5999.0,1.16,24.670602,80.433347
FP,1.82488,24.8366,3161.32,2088.0,5773.74,1.23,36.853585,-12.03893
PC,4.2511214,11.2617,240.568,1097.0,5501.0,0.94,96.977875,74.00813
PC,3.6022715,14.4799,582.883,1368.0,6338.0,1.45,87.952472,71.290609
PC,3.6593967,12.1105,1001.69,1567.0,5875.0,1.86,263.891395,35.276512
FP,9.8482192,13.8742,206.691,1056.0,6126.0,3.31,70.100556,81.077272
PC,16.9020565,11.3763,62.5724,783.0,5442.0,0.91,86.617798,75.045539
CP,4.0664446,12.1827,89.3911,856.0,5421.0,0.86,39.429743,80.267384
APC,0.7011578,13.2816,4863.59,2326.0,6036.0,1.51,274.417782,34.091383
PC,2.3745416,13.6144,1303.71,1674.0,5865.0,1.3,83.088172,79.809132
FP,3.6841446,3.74263,286.262,1145.0,4939.0,0.79,30.021663,77.369001
PC,3.2928068,11.9432,159.842,990.0,5037.0,0.91,61.055097,75.496655
KP,3.6112621,13.6137403,1818.5488883,1665.5243818,6450.0,1.68443,62.616081,-45.898243
PC,9.7938352,13.1815999,254.8254794,1019.0147305,5737.0,1.46202,62.520982,70.915716
PC,11.6999152,12.0929,157.492,986.0,6906.0,2.16,287.427001,56.364271
PC,1.5822588,,,,,,280.763651,24.089703
CP,4.6174254,16.6632337,1212.0072219,1504.8598368,6411.0,1.67219,335.39347,82.216079
PC,7.3446285,12.8665,506.001,1321.0,6320.0,1.99,332.9053,82.730642
CP,3.3207642,3.02356,586.762,1371.0,6142.0,0.95,325.636227,77.734384
PC,4.461878,2.32515,459.495,1289.0,5986.0,1.04,230.780834,76.331882
PC,12.822639,3.0954065,101.3928989,809.3225377,5986.0,1.0396301,230.780834,76.331882
FP,5.289835,7.64474,2582.58,1986.0,6655.0,1.11,345.981898,85.443022
PC,13.4167713,,,,,,264.300955,72.086479
APC,0.8659846,8.86618,1311.06,1676.0,5815.0,1.92,115.451745,74.183878
FP,7.0114,18.1417,753.673,1459.0,6084.8,1.82,48.854393,-2.175314
PC,4.4427146,11.7585481,375.1250027,1122.4415956,5754.0,1.04413,111.741144,72.229339
PC,4.2607797,13.7822358,3322.0021575,1936.2869886,7409.0,2.1503201,110.150431,72.7594
PC,4.3744258,19.4866,1159.28,1625.0,6013.0,2.05,290.391821,73.350122
PC,21.5615248,7.76454,51.2879,745.0,5644.0,1.28,290.057677,73.989657
PC,3.522843,3.93303,638.021,1400.0,5952.0,1.39,284.884564,73.513284
PC,7.1406422,11.978218,156.6452579,902.2960634,5463.0,1.00007,316.012586,85.878209
PC,5.236124,2.94616,188.943,1032.0,5604.0,0.96,156.22955,84.754719
FP,14.793901,8.42756,19.3352,584.0,5095.0,0.84,285.797008,57.388177
PC,29.3821476,14.7329776,41.9877466,649.2327084,6016.0,1.1547199,173.833691,79.413053
PC,3.4026932,11.5347,1695.28,1787.0,5661.0,2.18,311.820471,76.107008
FP,5.62162,3.35879,334.683,1191.0,5834.2,1.27,110.851802,-58.696738
PC,2.190225,15.1395,1559.45,1750.0,5929.0,1.56,337.594234,77.865504
PC,3.7453991,3.17171,428.765,1267.0,5133.0,0.81,286.720557,81.654539
PC,4.1915095,2.33252,270.353,1129.0,4996.0,0.79,268.045217,58.366826
PC,8.2713274,14.0507,146.225,968.0,5921.0,0.97,175.198472,79.612558
PC,1.5569519,6.93656,614.242,1386.0,6464.0,2.04,275.098441,71.161935
PC,2.1632835,,,,,,198.540133,-16.559329
APC,3.2089372,19.3856,1849.02,1826.0,7423.0,2.43,202.001393,-29.791077
APC,3.6928289,15.6542,1756.36,1803.0,7042.0,2.13,188.565163,-35.05366
FP,2.2042212,9.78883,97.961,876.0,5702.0,1.42,192.13314,-13.65338
PC,2.5485772,,4846.69,2324.0,4813.4,,202.416161,-16.555127
KP,2.2359865,13.4367443,491.325955,1200.7764901,5260.0,0.844379,60.385539,-20.450999
APC,1.5954319,4.3219935,10433.760937,2577.685746,7511.0,1.92067,136.91925,-50.640231
FP,0.5992533,2.9919707,228935.2995208,5578.8918184,31000.0,0.18,42.812401,-73.155511
PC,27.848697,2.77036,19.8693,588.0,5399.6,1.56,45.914751,-69.747697
PC,11.7915574,3.2687802,187.5928059,943.8952366,6407.0,1.24512,329.829884,-19.7446
CP,4.9019938,2.5554145,5.0534848,382.3996541,3147.0,0.240807,43.828475,-79.414704
PC,16.5414219,3.3270234,23.3426364,560.6053342,4395.6,0.938435,172.227886,-38.106977
PC,12.7503356,2.17135,54.0301,755.0,5639.0,0.88,321.108012,-29.248223
PC,30.8812601,5.2996592,148.9610746,891.0210182,6047.0,2.2319901,48.283944,-34.375416
FP,10.2813284,11.8759119,10.9982809,464.4628168,3919.0,0.593317,290.672257,-51.426409
PC,46.9621053,2.4680695,11.3814426,468.4562934,5744.0,0.879321,81.348892,-44.431285
FP,0.4038426,1.442393,710.634979,1316.835102,4119.1,0.555,104.153958,-59.181309
PC,15.6062307,2.1494954,29.4183635,593.9834944,5067.0,0.816585,40.92402,-28.343988
PC,742.8561164,2.2756143,0.4671053,210.8499272,5816.0,1.10194,151.707956,-29.966743
PC,4.2300182,17.0408,927.501,1537.0,6064.1,1.44,23.788129,-41.507216
PC,6.5081212,11.511,473.037,1299.0,5652.8,1.27,35.04738,-54.10332
APC,1.0432995,6.51532,1405.89,1705.0,5943.0,1.07,22.26623,-8.17935
PC,5.4447698,,55.9408,761.0,5890.0,,17.632245,-34.270678
PC,3.125924,17.3686,600.297,1378.0,5828.0,1.24,16.001037,-31.68549
PC,3.9017499,12.6062,73.9553,816.0,4665.0,0.71,62.022558,-12.332383
PC,4.746318,12.2509,290.335,1149.0,5648.0,1.09,59.018561,3.610113
PC,4.4466179,16.7023,1257.77,1659.0,6534.0,1.85,99.039982,6.472367
FP,2.300698,4.87824,17366.7,3198.0,5747.3,0.85,78.447702,7.055842
PC,1.027641,,2542.32,1978.0,5640.0,,100.367833,-3.892372
CP,3.5809733,12.0428,40.4443,702.0,3790.0,0.61,90.474724,-13.461371
PC,2.6689906,,728.121,1447.0,5247.8,,103.310748,2.936985
PC,2.9531039,,332.97,1190.0,5304.5,,93.334811,-11.492309
PC,3.9592516,7.85756,1272.37,1663.0,7068.0,1.39,86.905182,4.382898
PC,5.9056572,11.5383,523.023,1332.0,5076.0,0.97,101.297015,-1.96049
PC,2.4170503,13.975,1340.72,1685.0,5796.8,1.56,98.984253,4.713477
FP,1.0681394,19.5184,7148.75,2561.0,7248.0,2.23,98.313616,-4.1063
PC,1.72328,,,,,,100.898906,-1.158464
PC,0.8631737,12.7525,2000.07,1863.0,6142.0,1.47,86.682021,3.98974
CP,16.067522,4.7909617,36.1060604,625.1939631,5718.0,0.860124,81.853282,-14.27674
CP,5.1976858,1.9257346,162.5917886,910.7399798,5718.0,0.860124,81.853282,-14.27674
APC,1.0754208,9.41227,358.947,1212.0,4614.0,1.17,109.772452,-14.970588
PC,2.2715616,,1884.67,1835.0,6671.3,,110.792422,-13.219616
APC,2.3485025,,2588.32,1987.0,8807.8,,116.382113,-25.98469
FP,1.0435229,9.09391,2148.73,1896.0,6259.0,1.23,117.475892,-10.381904
PC,3.491383,11.154,555.531,1352.0,5936.5,1.59,110.24951,-13.926265
PC,1.0994412,11.0223,2816.92,2029.0,6915.0,1.63,113.836327,-11.001601
FP,2.1816809,,13037.6,2976.0,8582.7,,111.293211,-8.620052
FP,1.1870337,10.6747149,3443.5604618,1953.7620867,6325.0,1.15885,112.729853,-28.684266
PC,2.6269521,17.6062,2547.74,1979.0,6976.0,1.58,118.791369,-22.611009
FP,1.1471548,3.90118,249.626,1107.0,3901.0,0.75,113.982909,-30.748181
APC,0.6333372,4.4957089,9433.5511834,2513.555923,5999.0,1.34655,71.802796,-17.253367
PC,1.9138779,,2433.26,1956.0,7246.0,,117.353395,-14.564683
PC,2.8395663,,412.404,1255.0,5858.0,,116.806624,-14.55819
FP,0.8335712,12.5164,3359.53,2120.0,6158.0,2.09,110.868087,3.134948
PC,7.2654708,13.0064,181.435,1022.0,5944.0,1.05,104.807393,-37.45202
PC,1.161347,10.7619,6500.64,2501.0,6289.0,1.62,114.747907,-30.575281
FP,1.1355457,21.5263238,47965.7,4122.0,10262.0,7.03693,117.121112,-19.340207
PC,2.9628955,14.7038,1606.41,,7998.0,2.04,116.964425,-25.567936
PC,3.4169475,13.7893,705.607,1435.0,6610.0,1.63,107.709537,-20.055305
PC,6.0219203,19.1085522,631.2157212,1278.3924624,5932.0,1.58618,114.566022,-23.804576
FP,1.1385671,16.0326,13181.3,2985.0,9024.0,2.0,110.294291,-9.500598
KP,3.1615697,14.8619546,758.1026175,1338.2946709,6072.0,1.0977401,76.081891,-6.22978
PC,1.9401022,,1077.9282958,1461.3936558,5436.9,,117.673125,-26.52598
PC,3.2970252,13.4619,2098.67,1885.0,8945.0,1.67,117.472121,-28.353484
FP,1.2247985,8.32531,1294.24,1670.0,5699.0,0.89,115.809569,-26.239291
FP,1.820443,16.6319,2155.48,1898.0,6079.0,1.94,113.266602,-30.104096
PC,0.908232,8.54322,7791.46,2617.0,6481.0,1.23,106.355066,-21.109526
FP,1.6562803,9.54495,291.778,1151.0,6044.0,1.25,106.633113,-38.054496
PC,0.4021401,22.9091656,17100.1,3185.0,6115.0,2.44753,149.853813,-45.449353
